date,discharge,precip,tmean,tmax,snowfall,et0
2006-04-01,12.100000381469728,2.2,8.6,12.5,0.0,1.17
2006-04-02,12.5,0.0,3.9,10.2,0.0,2.93
2006-04-03,12.600000381469728,9.4,5.7,15.4,0.0,1.51
2006-04-04,14.0,1.3,0.7,5.4,0.56,1.87
2006-04-05,12.5,0.5,-1.0,2.9,0.49,1.49
2006-04-06,10.899999618530272,0.0,3.9,12.5,0.0,2.86
2006-04-07,13.600000381469728,12.5,3.6,8.3,0.49,0.48
2006-04-08,17.0,0.3,-1.2,3.1,0.21,2.41
2006-04-09,13.600000381469728,0.0,1.7,9.2,0.0,2.81
2006-04-10,11.0,0.0,5.3,14.2,0.0,3.18
2006-04-11,10.300000190734863,0.0,8.2,15.7,0.0,3.25
2006-04-12,10.699999809265137,6.9,9.0,15.6,0.0,1.38
2006-04-13,15.100000381469728,2.4,11.1,17.8,0.0,3.16
2006-04-14,15.100000381469728,8.6,8.1,13.0,0.0,1.07
2006-04-15,13.199999809265137,0.6,8.6,12.4,0.0,2.79
2006-04-16,11.100000381469728,0.0,6.6,12.8,0.0,3.36
2006-04-17,9.81999969482422,0.0,6.3,12.5,0.0,3.09
2006-04-18,9.0,0.0,8.8,16.2,0.0,3.77
2006-04-19,8.350000381469727,0.0,11.7,19.1,0.0,4.25
2006-04-20,7.96999979019165,0.0,13.2,22.0,0.0,4.65
2006-04-21,9.300000190734863,0.0,11.8,16.3,0.0,3.62
2006-04-22,11.0,6.0,8.6,12.7,0.0,0.81
2006-04-23,17.700000762939453,10.0,5.5,6.9,0.0,0.48
2006-04-24,32.0,5.5,5.6,10.8,0.35,1.33
2006-04-25,24.5,0.8,5.4,9.4,0.14,2.27
2006-04-26,17.5,0.0,5.4,14.5,0.0,4.01
2006-04-27,14.0,0.0,7.2,12.2,0.0,3.64
2006-04-28,12.199999809265137,0.0,5.1,11.7,0.0,3.98
2006-04-29,11.0,0.0,7.1,12.8,0.0,3.95
2006-04-30,10.199999809265137,0.0,9.1,16.4,0.0,4.16
2006-05-01,9.550000190734863,0.0,11.9,18.7,0.0,4.26
2006-05-02,9.170000076293944,0.0,12.2,18.1,0.0,4.61
2006-05-03,8.819999694824219,0.0,13.3,23.0,0.0,4.86
2006-05-04,8.40999984741211,5.1,15.6,20.6,0.0,4.15
2006-05-05,8.199999809265137,0.1,10.8,15.4,0.0,3.26
2006-05-06,8.729999542236328,4.3,6.8,11.2,0.0,3.05
2006-05-07,8.109999656677246,0.0,6.7,15.0,0.0,3.59
2006-05-08,7.75,0.0,11.3,19.9,0.0,4.53
2006-05-09,7.460000038146973,0.0,13.3,19.8,0.0,4.83
2006-05-10,7.260000228881836,0.0,14.3,21.6,0.0,4.89
2006-05-11,9.5600004196167,29.9,12.0,15.6,0.0,1.27
2006-05-12,18.600000381469727,7.4,11.6,14.6,0.0,2.75
