date,discharge,precip,tmean,tmax,snowfall,et0
1990-01-01,0.3199999928474426,0.0,-2.8,1.2,0.14,0.55
1990-01-02,0.4000000059604645,0.0,-3.9,-0.6,0.0,0.67
1990-01-03,0.4620000123977661,0.0,-1.4,3.2,0.0,0.74
1990-01-04,0.5450000166893005,6.0,3.6,5.9,0.0,0.44
1990-01-05,0.7039999961853027,0.0,-2.6,1.6,0.0,0.53
1990-01-06,0.959999978542328,0.0,-3.9,-0.4,0.0,0.61
1990-01-07,0.722000002861023,0.0,-3.5,2.5,0.0,0.67
1990-01-08,0.6650000214576721,0.0,-0.9,3.7,0.0,0.68
1990-01-09,0.6119999885559082,0.6,1.5,4.3,0.07,0.69
1990-01-10,0.5580000281333923,8.1,0.9,2.7,1.89,0.43
1990-01-11,1.2400000095367432,1.5,0.0,3.7,0.84,0.82
1990-01-12,1.059999942779541,0.4,-4.4,0.0,1.05,0.84
1990-01-13,0.925000011920929,0.0,-9.7,-7.6,0.0,0.67
1990-01-14,0.8640000224113464,0.0,-7.1,-2.3,0.0,0.55
1990-01-15,0.9950000047683716,0.9,0.2,5.2,0.84,0.84
1990-01-16,1.0800000429153442,0.1,1.6,4.9,0.0,0.32
1990-01-17,3.859999895095825,7.0,5.3,9.2,0.0,0.28
1990-01-18,10.300000190734863,2.3,4.8,9.7,0.0,0.49
1990-01-19,7.159999847412109,0.0,-2.7,-0.0,0.0,1.23
1990-01-20,4.610000133514404,0.2,-1.9,0.7,0.28,0.64
1990-01-21,3.5999999046325684,3.0,-2.0,-0.9,2.31,0.52
1990-01-22,3.0999999046325684,1.8,-0.6,1.7,1.61,0.69
1990-01-23,2.549999952316284,0.5,-1.1,2.7,0.35,0.76
1990-01-24,3.1700000762939453,3.9,3.6,5.4,0.77,1.01
1990-01-25,3.0199999809265137,4.7,2.2,8.6,0.0,0.53
1990-01-26,2.9100000858306885,0.5,-0.8,5.4,0.21,1.18
1990-01-27,2.799999952316284,0.0,0.9,7.5,0.0,1.61
1990-01-28,2.690000057220459,0.0,1.6,7.3,0.0,1.93
1990-01-29,2.609999895095825,8.0,-2.0,-0.4,5.6,0.44
1990-01-30,2.5299999713897705,5.5,-2.0,1.2,3.85,0.82
1990-01-31,2.299999952316284,0.0,-0.9,2.7,0.0,0.96
1990-02-01,2.2100000381469727,1.6,0.6,4.8,0.0,0.57
1990-02-02,2.400000095367432,13.7,-1.0,4.7,8.33,0.28
1990-02-03,1.9800000190734863,0.0,-7.4,-5.5,0.0,0.41
1990-02-04,1.840000033378601,2.9,-4.8,-1.4,2.17,0.68
1990-02-05,1.9299999475479128,0.0,-7.8,0.2,0.0,0.65
1990-02-06,1.8799999952316284,0.0,1.9,5.1,0.0,1.38
1990-02-07,2.069999933242798,0.0,0.3,7.4,0.0,1.16
1990-02-08,3.289999961853028,0.0,3.1,7.9,0.0,1.16
1990-02-09,7.179999828338623,4.6,7.6,9.9,0.0,1.15
1990-02-10,7.170000076293945,0.0,0.9,4.7,0.0,1.37
1990-02-11,4.809999942779541,0.0,-1.7,1.3,0.0,1.47
1990-02-12,3.7799999713897705,0.0,-2.0,1.8,0.0,1.07
1990-02-13,3.619999885559082,0.2,4.2,10.8,0.0,1.77
1990-02-14,3.869999885559082,3.0,-0.6,5.8,0.77,1.2
1990-02-15,1.7000000476837158,30.9,-4.6,-3.2,7.84,0.47
1990-02-16,1.649999976158142,14.7,-1.4,3.6,0.0,0.37
1990-02-17,1.5199999809265137,0.0,-6.1,1.9,0.14,0.91
1990-02-18,1.4900000095367432,0.0,-10.9,1.1,0.0,1.01
1990-02-19,1.4600000381469729,0.0,-1.7,1.6,0.0,1.01
1990-02-20,1.3899999856948853,0.0,-10.5,-4.9,0.0,1.0
1990-02-21,1.600000023841858,0.0,-4.7,4.0,0.0,1.46
